distribucion,numero_capas,clasificador,representacion,Accuracy_mean,Accuracy_std,Sensitivity_mean,Sensitivity_std,Specificity_mean,Specificity_std,Precision_mean,Precision_std,Score_mean,Score_std,origen
18-14-10-7-4,5,KNN,DeepONMF_W,0.8667999999999999,0.0185795586599896,0.667,0.0464488966499743,0.91675,0.0116122241624936,0.6899903705812329,0.0481108444793936,0.791875,0.0290305604062339,anterior
18-14-10-7-4,5,SVM,DeepONMF_H5,0.9532,0.0095498691090506,0.883,0.0238746727726266,0.97075,0.0059686681931566,0.8866128093542146,0.0252829364930046,0.926875,0.0149216704828916,anterior
18-14-10-7-4,5,SVM,DeepONMF_W,0.8959999999999999,0.0130384048104052,0.74,0.0325960120260132,0.935,0.0081490030065033,0.7480278656722069,0.0441066841944067,0.8375,0.0203725075162582,anterior
18-14-10-7-4,5,UjaNet,DeepONMF_H5,0.9732,0.0108258948821794,0.933,0.0270647372054487,0.98325,0.0067661843013622,0.9350631940311016,0.0273676332020915,0.958125,0.0169154607534054,anterior
18-14-10-7-4,5,UjaNet,DeepONMF_W,0.9360000000000002,0.0074833147735478,0.8400000000000001,0.0187082869338696,0.96,0.0046770717334674,0.8478091997577707,0.0150945350502354,0.9,0.0116926793336684,anterior
18-14-9-5,4,KNN,DeepONMF_H4,0.9076,0.0129151074327703,0.769,0.0322877685819259,0.94225,0.0080719421454814,0.7991243272898749,0.0259984753457339,0.8556250000000001,0.0201798553637036,anterior
18-14-9-5,4,KNN,DeepONMF_W,0.8583999999999999,0.0068410525505948,0.646,0.017102631376487,0.9115,0.0042756578441217,0.6659850651225396,0.0246569954656256,0.7787499999999999,0.0106891446103044,anterior
18-14-9-5,4,SVM,DeepONMF_H4,0.9515999999999998,0.0063874877690685,0.8789999999999999,0.0159687194226713,0.96975,0.0039921798556677,0.8835086054450857,0.0171788561288721,0.924375,0.0099804496391695,anterior
18-14-9-5,4,SVM,DeepONMF_W,0.8924,0.0053665631459995,0.731,0.0134164078649987,0.93275,0.0033541019662497,0.7401364213208116,0.0176799542384403,0.8318749999999999,0.0083852549156241,anterior
18-14-9-5,4,UjaNet,DeepONMF_H4,0.9684,0.0097365291557105,0.921,0.0243413228892762,0.98025,0.006085330722319,0.924350594594348,0.022886740422034,0.950625,0.0152133268057976,anterior
18-14-9-5,4,UjaNet,DeepONMF_W,0.9332,0.0111892805845594,0.833,0.0279732014613987,0.95825,0.0069933003653496,0.8418312407017607,0.0238740555076071,0.8956249999999999,0.0174832509133741,anterior
18-9,2,KNN,DeepONMF_H2,0.9092,0.0099599196783908,0.773,0.0248997991959774,0.94325,0.0062249497989944,0.8037640882456651,0.0166298053976782,0.8581249999999999,0.0155623744974859,anterior
18-9,2,KNN,DeepONMF_W,0.7968,0.0098590060350929,0.492,0.0246475150877325,0.873,0.0061618787719332,0.5005230810980705,0.0267457101064037,0.6825,0.0154046969298327,anterior
18-9,2,SVM,DeepONMF_H2,0.954,0.010099504938362,0.885,0.0252487623459052,0.97125,0.0063121905864763,0.8886727886652309,0.0246939529788545,0.928125,0.0157804764661907,anterior
18-9,2,SVM,DeepONMF_W,0.8732,0.0128530152104477,0.683,0.0321325380261192,0.92075,0.0080331345065298,0.6782261739698652,0.0340198380908116,0.8018750000000001,0.0200828362663245,anterior
18-9,2,UjaNet,DeepONMF_H2,0.9776,0.0047749345545253,0.944,0.0119373363863133,0.986,0.0029843340965783,0.9443942181087,0.0118261456464968,0.965,0.0074608352414458,anterior
18-9,2,UjaNet,DeepONMF_W,0.9412,0.0064187226143525,0.853,0.0160468065358811,0.96325,0.0040117016339702,0.8603162265542128,0.01366378378549,0.908125,0.0100292540849257,anterior
20-10,2,KNN,DeepONMF_H2,0.9004,0.0065421708935184,0.751,0.0163554272337961,0.93775,0.004088856808449,0.8024954185279596,0.0269501564562169,0.844375,0.0102221420211225,anterior
20-10,2,KNN,DeepONMF_W,0.8012,0.011454256850621,0.503,0.0286356421265526,0.87575,0.0071589105316381,0.5138017436367637,0.031415361194453,0.6893750000000001,0.0178972763290953,anterior
20-10,2,SVM,DeepONMF_H2,0.954,0.0048989794855663,0.8850000000000001,0.0122474487139158,0.97125,0.0030618621784789,0.8888186263372777,0.0148821579257917,0.928125,0.0076546554461974,anterior
20-10,2,SVM,DeepONMF_W,0.8632,0.0074296702484027,0.658,0.0185741756210066,0.9145,0.0046435439052516,0.650651744135935,0.0216644076775373,0.78625,0.0116088597631292,anterior
20-10,2,UjaNet,DeepONMF_H2,0.9712,0.0157860698085368,0.928,0.0394651745213423,0.982,0.0098662936303356,0.931101678853592,0.035197898531776,0.955,0.0246657340758389,anterior
20-10,2,UjaNet,DeepONMF_W,0.9408,0.0072938330115241,0.852,0.0182345825288103,0.963,0.0045586456322025,0.858244489562054,0.0198599241102031,0.9075,0.0113966140805065,anterior
20-12-6,3,KNN,DeepONMF_H3,0.9072,0.009959919678391,0.768,0.0248997991959774,0.942,0.0062249497989943,0.8030251352580343,0.0209152471422876,0.8550000000000001,0.0155623744974859,anterior
20-12-6,3,KNN,DeepONMF_W,0.8428000000000001,0.0173551145199332,0.607,0.0433877862998332,0.90175,0.0108469465749582,0.624278780325622,0.04812373336233,0.7543749999999999,0.0271173664373957,anterior
20-12-6,3,SVM,DeepONMF_H3,0.954,0.0086023252670426,0.885,0.0215058131676066,0.97125,0.0053764532919016,0.8890892201667931,0.024921366117027,0.928125,0.013441133229754,anterior
20-12-6,3,SVM,DeepONMF_W,0.8835999999999998,0.0065421708935184,0.709,0.0163554272337961,0.92725,0.004088856808449,0.7169325341874315,0.0243751423099993,0.818125,0.0102221420211225,anterior
20-12-6,3,UjaNet,DeepONMF_H3,0.972,0.0135646599662505,0.93,0.0339116499156263,0.9825,0.0084779124789066,0.9328186121234496,0.0308460602109807,0.95625,0.0211947811972664,anterior
20-12-6,3,UjaNet,DeepONMF_W,0.938,0.0073484692283495,0.845,0.0183711730708738,0.96125,0.0045927932677184,0.8537723651273907,0.0155909337148337,0.903125,0.0114819831692961,anterior
20-15-10-5,4,KNN,DeepONMF_H4,0.9164,0.0074027022093286,0.791,0.0185067555233217,0.94775,0.0046266888808304,0.8240087542610052,0.0227658954925369,0.869375,0.0115667222020761,anterior
20-15-10-5,4,KNN,DeepONMF_W,0.8520000000000001,0.0117473401244707,0.6300000000000001,0.0293683503111768,0.9075,0.0073420875777941,0.64432389896704,0.0293201663373267,0.76875,0.0183552189444854,anterior
20-15-10-5,4,SVM,DeepONMF_H4,0.954,0.0083666002653407,0.885,0.0209165006633519,0.97125,0.0052291251658379,0.8882314880115881,0.0211666320714636,0.928125,0.0130728129145949,anterior
20-15-10-5,4,SVM,DeepONMF_W,0.8832000000000001,0.0081975606127677,0.708,0.0204939015319191,0.927,0.0051234753829798,0.7191455722653994,0.0299994407839705,0.8175000000000001,0.0128086884574494,anterior
20-15-10-5,4,UjaNet,DeepONMF_H4,0.9712,0.006572670690062,0.928,0.016431676725155,0.982,0.0041079191812887,0.929366409164364,0.0160416024376741,0.955,0.0102697979532218,anterior
20-15-10-5,4,UjaNet,DeepONMF_W,0.9356,0.0075365774725666,0.8390000000000001,0.0188414436814168,0.95975,0.0047103609203541,0.8441167923528422,0.021525483273564,0.899375,0.0117759023008854,anterior
20-16-12-8-4,5,KNN,DeepONMF_H5,0.9248,0.0085556998544829,0.812,0.0213892496362074,0.953,0.0053473124090519,0.8324415821307609,0.0192616537013423,0.8825000000000001,0.0133682810226296,anterior
20-16-12-8-4,5,KNN,DeepONMF_W,0.8635999999999999,0.0133716117203574,0.659,0.0334290293008935,0.91475,0.0083572573252233,0.6796542267583721,0.0406668234737548,0.786875,0.0208931433130584,anterior
20-16-12-8-4,5,SVM,DeepONMF_H5,0.9528,0.0070142711667,0.882,0.0175356779167501,0.9705,0.0043839194791874,0.8870494992473036,0.0212262950476155,0.92625,0.0109597986979688,anterior
20-16-12-8-4,5,SVM,DeepONMF_W,0.8984,0.0021908902300205,0.746,0.0054772255750516,0.9365,0.0013693063937629,0.7509573366144726,0.0079574327964967,0.8412499999999999,0.0034232659844073,anterior
20-16-12-8-4,5,UjaNet,DeepONMF_H5,0.9632,0.0076941536246685,0.908,0.0192353840616713,0.977,0.0048088460154179,0.9085022111196692,0.0191722542369379,0.9425,0.0120221150385445,anterior
20-16-12-8-4,5,UjaNet,DeepONMF_W,0.938,0.0087177978870813,0.845,0.0217944947177033,0.96125,0.0054486236794258,0.8544636779448098,0.0238210312485981,0.903125,0.0136215591985646,anterior
4-3,2,KNN,DeepONMF_H2,0.9336,0.0035777087639996,0.834,0.0089442719099992,0.9585,0.0022360679774997,0.8496991662145446,0.0097745152886749,0.89625,0.0055901699437494,anterior
4-3,2,KNN,DeepONMF_W,0.8672000000000001,0.0098590060350929,0.6679999999999999,0.0246475150877324,0.917,0.0061618787719331,0.6940888372142824,0.0262451261495961,0.7925,0.0154046969298327,anterior
4-3,2,SVM,DeepONMF_H2,0.9616,0.0109909053312272,0.904,0.0274772633280681,0.976,0.006869315832017,0.9053742066656332,0.0287270008028486,0.94,0.0171732895800426,anterior
4-3,2,SVM,DeepONMF_W,0.902,0.0089442719099991,0.755,0.0223606797749978,0.93875,0.0055901699437495,0.7675706394130382,0.0329414937578278,0.846875,0.0139754248593736,anterior
4-3,2,UjaNet,DeepONMF_H2,0.9784,0.0093166517590817,0.946,0.0232916293977042,0.9865,0.005822907349426,0.9469750075911822,0.0231827143440594,0.96625,0.0145572683735651,anterior
4-3,2,UjaNet,DeepONMF_W,0.9448,0.009011104260855,0.8620000000000001,0.0225277606521376,0.9655,0.0056319401630343,0.8669814773246906,0.0231933753983421,0.91375,0.014079850407586,anterior
5-3,2,KNN,DeepONMF_H2,0.9388,0.0083186537372341,0.8470000000000001,0.0207966343430854,0.96175,0.0051991585857713,0.8644114949236286,0.0169920998391147,0.904375,0.0129978964644284,anterior
5-3,2,KNN,DeepONMF_W,0.8576,0.0116961532137707,0.644,0.0292403830344269,0.911,0.0073100957586067,0.6902596591050181,0.0326691295477438,0.7775000000000001,0.0182752393965168,anterior
5-3,2,SVM,DeepONMF_H2,0.9608,0.0064187226143525,0.902,0.0160468065358812,0.9755,0.0040117016339702,0.9037575684790424,0.0179478747691871,0.93875,0.0100292540849257,anterior
5-3,2,SVM,DeepONMF_W,0.8956,0.0068410525505948,0.7390000000000001,0.0171026313764869,0.93475,0.0042756578441217,0.7513194494491632,0.0270378205415319,0.836875,0.0106891446103044,anterior
5-3,2,UjaNet,DeepONMF_H2,0.9724,0.0125219806739987,0.931,0.031304951684997,0.98275,0.0078262379212492,0.9341544568849868,0.0275227238583223,0.956875,0.0195655948031231,anterior
5-3,2,UjaNet,DeepONMF_W,0.942,0.0120830459735946,0.8550000000000001,0.0302076149339864,0.96375,0.0075519037334966,0.864876499186807,0.0242910627171812,0.909375,0.0188797593337415,anterior
5-4,2,KNN,DeepONMF_H2,0.9392,0.0135351394525508,0.8480000000000001,0.0338378486313773,0.962,0.0084594621578443,0.8602110149646929,0.0275803517749202,0.905,0.0211486553946107,anterior
5-4,2,KNN,DeepONMF_W,0.8428000000000001,0.0178101094887145,0.607,0.0445252737217864,0.90175,0.0111313184304465,0.6296703252251653,0.045594447321439,0.754375,0.0278282960761164,anterior
5-4,2,SVM,DeepONMF_H2,0.9588,0.0048166378315169,0.897,0.0120415945787922,0.97425,0.003010398644698,0.8994947020892573,0.0149627779473509,0.935625,0.0075259966117451,anterior
5-4,2,SVM,DeepONMF_W,0.884,0.0141421356237308,0.71,0.0353553390593274,0.9275,0.0088388347648318,0.7156224259078241,0.0364432564797428,0.81875,0.0220970869120796,anterior
5-4,2,UjaNet,DeepONMF_H2,0.9724,0.0093166517590816,0.9309999999999998,0.0232916293977042,0.98275,0.005822907349426,0.9320906422357668,0.0226400756994827,0.956875,0.0145572683735651,anterior
5-4,2,UjaNet,DeepONMF_W,0.9308,0.0091214034007931,0.827,0.0228035085019827,0.95675,0.0057008771254956,0.8336202562801811,0.0238684782078381,0.891875,0.0142521928137392,anterior
6-3,2,KNN,DeepONMF_H2,0.9424,0.0060663003552412,0.8560000000000001,0.015165750888103,0.964,0.0037914377220257,0.86499303449207,0.0181914850068307,0.91,0.0094785943050644,anterior
6-3,2,KNN,DeepONMF_W,0.8592000000000001,0.0120498962651136,0.648,0.030124740662784,0.912,0.0075311851656959,0.6959210905802384,0.0271185399266643,0.78,0.01882796291424,anterior
6-3,2,SVM,DeepONMF_H2,0.9652,0.009959919678391,0.913,0.0248997991959774,0.97825,0.0062249497989944,0.9142457672282528,0.0260606291367553,0.945625,0.0155623744974859,anterior
6-3,2,SVM,DeepONMF_W,0.9028,0.010917875251165,0.757,0.0272946881279124,0.93925,0.0068236720319781,0.7709560724969878,0.0340223698166996,0.8481249999999999,0.0170591800799452,anterior
6-3,2,UjaNet,DeepONMF_H2,0.9712,0.0096540147089176,0.928,0.0241350367722943,0.982,0.0060337591930735,0.928638814025774,0.0240735622074011,0.955,0.0150843979826839,anterior
6-3,2,UjaNet,DeepONMF_W,0.9464,0.0126015872016186,0.866,0.0315039680040467,0.9665,0.0078759920010116,0.8701523922613914,0.0332879545515523,0.91625,0.0196899800025291,anterior
6-4,2,KNN,DeepONMF_H2,0.9296,0.0021908902300207,0.8240000000000001,0.0054772255750516,0.956,0.0013693063937629,0.8368510102255087,0.0090255525083456,0.89,0.0034232659844073,anterior
6-4,2,KNN,DeepONMF_W,0.8416,0.0099398189118313,0.604,0.0248495472795783,0.901,0.0062123868198945,0.6443681845324639,0.0218204237392606,0.7525000000000001,0.0155309670497364,anterior
6-4,2,SVM,DeepONMF_H2,0.9612,0.0067230945255885,0.903,0.0168077363139715,0.97575,0.0042019340784928,0.9049907952135464,0.0172014320449915,0.939375,0.0105048351962323,anterior
6-4,2,SVM,DeepONMF_W,0.8939999999999999,0.0067823299831252,0.735,0.0169558249578131,0.93375,0.0042389562394533,0.742239977576204,0.0239614748275876,0.834375,0.0105973905986332,anterior
6-4,2,UjaNet,DeepONMF_H2,0.9756,0.0089888820216977,0.939,0.0224722050542442,0.98475,0.005618051263561,0.9403035498398736,0.0223513257038997,0.961875,0.0140451281589026,anterior
6-4,2,UjaNet,DeepONMF_W,0.9344,0.0079246451024635,0.836,0.0198116127561589,0.959,0.0049529031890397,0.8416152190021003,0.0187360091366389,0.8975,0.0123822579725993,anterior
6-4-3,3,KNN,DeepONMF_H3,0.9344,0.0105261578935526,0.836,0.0263153947338814,0.959,0.0065788486834704,0.847117484871462,0.0208766013015706,0.8975,0.0164471217086759,anterior
6-4-3,3,KNN,DeepONMF_W,0.868,0.010295630140987,0.6699999999999999,0.0257390753524674,0.9175,0.0064347688381168,0.7071115348326298,0.0194075781522321,0.79375,0.0160869220952921,anterior
6-4-3,3,SVM,DeepONMF_H3,0.9612,0.006572670690062,0.903,0.016431676725155,0.97575,0.0041079191812888,0.90517893420316,0.0175536502688908,0.939375,0.0102697979532218,anterior
6-4-3,3,SVM,DeepONMF_W,0.9068000000000002,0.006572670690062,0.767,0.016431676725155,0.94175,0.0041079191812887,0.7894537087060736,0.0188692216370563,0.8543750000000001,0.0102697979532219,anterior
6-4-3,3,UjaNet,DeepONMF_H3,0.974,0.0104880884817015,0.935,0.0262202212042537,0.98375,0.0065550553010634,0.9360824495415032,0.0259588489451068,0.959375,0.0163876382526586,anterior
6-4-3,3,UjaNet,DeepONMF_W,0.9476,0.0100399203184088,0.869,0.0250998007960222,0.96725,0.0062749501990055,0.8741672060700367,0.0232761745848882,0.918125,0.0156873754975139,anterior
6-5,2,KNN,DeepONMF_H2,0.9292,0.0111892805845595,0.8230000000000001,0.0279732014613987,0.95575,0.0069933003653497,0.8311908051993353,0.0296340894366497,0.889375,0.0174832509133742,anterior
6-5,2,KNN,DeepONMF_W,0.8211999999999999,0.0176974574445031,0.553,0.0442436436112578,0.88825,0.0110609109028145,0.5788183242351991,0.0444132288200215,0.720625,0.0276522772570361,anterior
6-5,2,SVM,DeepONMF_H2,0.96,0.0095916630466254,0.9,0.0239791576165635,0.975,0.0059947894041408,0.9017439159960644,0.0246899867238966,0.9375,0.0149869735103522,anterior
6-5,2,SVM,DeepONMF_W,0.8768,0.0118827606220104,0.692,0.0297069015550259,0.923,0.0074267253887564,0.6939591149632945,0.0307085504298454,0.8074999999999999,0.0185668134718912,anterior
6-5,2,UjaNet,DeepONMF_H2,0.976,0.0066332495807108,0.94,0.0165831239517769,0.985,0.0041457809879442,0.9412439247022046,0.0167184966822191,0.9625,0.0103644524698606,anterior
6-5,2,UjaNet,DeepONMF_W,0.9388,0.0181438694880666,0.8470000000000001,0.0453596737201669,0.96175,0.0113399184300416,0.8548578900190502,0.0430122648931738,0.904375,0.0283497960751042,anterior
6-5-3,3,KNN,DeepONMF_H3,0.9324,0.008173126696681,0.8309999999999998,0.0204328167417025,0.95775,0.0051082041854256,0.84504666058124,0.0167930010703053,0.8943749999999999,0.012770510463564,anterior
6-5-3,3,KNN,DeepONMF_W,0.8583999999999999,0.0074027022093287,0.646,0.0185067555233217,0.9115,0.0046266888808304,0.6799361671475437,0.0154350337221881,0.7787499999999999,0.011566722202076,anterior
6-5-3,3,SVM,DeepONMF_H3,0.9604,0.0075365774725666,0.901,0.0188414436814167,0.97525,0.0047103609203541,0.9036430382240592,0.0203945073879845,0.938125,0.0117759023008855,anterior
6-5-3,3,SVM,DeepONMF_W,0.9056,0.010714476188783,0.764,0.0267861904719577,0.941,0.0066965476179894,0.7811776291273762,0.0295390642966069,0.8525,0.0167413690449735,anterior
6-5-3,3,UjaNet,DeepONMF_H3,0.9724,0.0104307238483242,0.9309999999999998,0.0260768096208106,0.98275,0.0065192024052026,0.9321582102508902,0.0253165804372131,0.956875,0.0162980060130066,anterior
6-5-3,3,UjaNet,DeepONMF_W,0.9492,0.0098590060350929,0.873,0.0246475150877325,0.96825,0.0061618787719331,0.8786812950986095,0.0265304985860882,0.920625,0.0154046969298328,anterior
7-3,2,KNN,DeepONMF_H2,0.946,0.004,0.865,0.0099999999999999,0.96625,0.0025,0.8703528086245422,0.0140383674171898,0.915625,0.0062499999999999,anterior
7-3,2,KNN,DeepONMF_W,0.8480000000000001,0.0117473401244707,0.62,0.0293683503111768,0.905,0.0073420875777942,0.6598954512763459,0.0296500978561124,0.7625,0.0183552189444855,anterior
7-3,2,SVM,DeepONMF_H2,0.9632,0.0064187226143525,0.908,0.0160468065358811,0.977,0.0040117016339702,0.9085632585526976,0.0165945941129911,0.9425,0.0100292540849257,anterior
7-3,2,SVM,DeepONMF_W,0.8984,0.0079246451024635,0.746,0.019811612756159,0.9365,0.0049529031890397,0.763146458056111,0.0229506588583749,0.8412499999999999,0.0123822579725993,anterior
7-3,2,UjaNet,DeepONMF_H2,0.9748,0.0067230945255886,0.937,0.0168077363139716,0.98425,0.0042019340784929,0.9395037219200604,0.0164557317522569,0.960625,0.0105048351962322,anterior
7-3,2,UjaNet,DeepONMF_W,0.9424,0.008173126696681,0.8560000000000001,0.0204328167417025,0.964,0.0051082041854256,0.8672269426996045,0.0127068787223319,0.91,0.012770510463564,anterior
7-4,2,KNN,DeepONMF_H2,0.9384,0.0089888820216977,0.8460000000000001,0.0224722050542441,0.9615,0.0056180512635611,0.86038686744935,0.0185017407515129,0.90375,0.0140451281589026,anterior
7-4,2,KNN,DeepONMF_W,0.8364,0.012837445228705,0.591,0.0320936130717624,0.89775,0.0080234032679405,0.6338190965273853,0.0420623970420715,0.744375,0.0200585081698515,anterior
7-4,2,SVM,DeepONMF_H2,0.9588,0.0087863530545955,0.897,0.0219658826364888,0.9742500000000002,0.0054914706591221,0.8985228373511189,0.0234077700374826,0.935625,0.0137286766478054,anterior
7-4,2,SVM,DeepONMF_W,0.8896000000000001,0.0079246451024636,0.724,0.0198116127561589,0.9309999999999998,0.0049529031890397,0.7292375501631485,0.0234445335917353,0.8275,0.0123822579725993,anterior
7-4,2,UjaNet,DeepONMF_H2,0.9784,0.0043358966777357,0.946,0.0108397416943393,0.9865,0.0027099354235848,0.9474318812080104,0.0102501998496989,0.96625,0.0067748385589621,anterior
7-4,2,UjaNet,DeepONMF_W,0.9332,0.0167092788593643,0.833,0.0417731971484108,0.95825,0.0104432992871026,0.8394170636267522,0.0424429342179373,0.8956250000000001,0.0261082482177567,anterior
7-4-3,3,KNN,DeepONMF_H3,0.9356,0.0127593103261892,0.8390000000000001,0.0318982758154731,0.95975,0.0079745689538682,0.8486406157086052,0.0252519694705803,0.899375,0.0199364223846707,anterior
7-4-3,3,KNN,DeepONMF_W,0.8524,0.0062289646009589,0.631,0.0155724115023974,0.90775,0.0038931028755994,0.6645574310043189,0.0228755919470676,0.7693749999999999,0.0097327571889983,anterior
7-4-3,3,SVM,DeepONMF_H3,0.9604,0.008173126696681,0.901,0.0204328167417025,0.9752500000000002,0.0051082041854256,0.903554306319417,0.0220544115836185,0.938125,0.012770510463564,anterior
7-4-3,3,SVM,DeepONMF_W,0.8976000000000001,0.0077974354758471,0.744,0.0194935886896178,0.936,0.0048733971724044,0.7568767821459051,0.0238143356765629,0.8400000000000001,0.0121834929310112,anterior
7-4-3,3,UjaNet,DeepONMF_H3,0.9751999999999998,0.0110090871556182,0.938,0.0275227178890457,0.9845,0.0068806794722614,0.9397648974270638,0.0261337652818663,0.96125,0.0172016986806535,anterior
7-4-3,3,UjaNet,DeepONMF_W,0.9456,0.0086486993241757,0.8640000000000001,0.0216217483104396,0.966,0.0054054370776099,0.8698998640081748,0.0202395512524676,0.915,0.0135135926940247,anterior
7-5,2,KNN,DeepONMF_H2,0.93,0.011489125293076,0.825,0.02872281323269,0.95625,0.0071807033081725,0.8405518995796422,0.0244361692089028,0.890625,0.0179517582704312,anterior
7-5,2,KNN,DeepONMF_W,0.828,0.0114017542509913,0.5700000000000001,0.0285043856274784,0.8924999999999998,0.0071260964068697,0.5968345109276096,0.0339924034100727,0.73125,0.017815241017174,anterior
7-5,2,SVM,DeepONMF_H2,0.9588,0.0096540147089177,0.897,0.0241350367722943,0.97425,0.0060337591930736,0.8995186624118926,0.0257686813679242,0.935625,0.015084397982684,anterior
7-5,2,SVM,DeepONMF_W,0.8736,0.008173126696681,0.6839999999999999,0.0204328167417025,0.921,0.0051082041854256,0.6856677087183611,0.0240855472766467,0.8025,0.0127705104635641,anterior
7-5,2,UjaNet,DeepONMF_H2,0.9772,0.0083186537372342,0.943,0.0207966343430854,0.98575,0.0051991585857714,0.9441304549142564,0.020581180739374,0.964375,0.0129978964644283,anterior
7-5,2,UjaNet,DeepONMF_W,0.9316,0.0131453413801239,0.829,0.0328633534503099,0.95725,0.0082158383625774,0.8336233709888333,0.0291985710993742,0.8931250000000001,0.0205395959064437,anterior
7-5-3,3,KNN,DeepONMF_H3,0.9432,0.0046043457732886,0.8579999999999999,0.0115108644332212,0.9645,0.0028777161083053,0.8689057874696973,0.0146023103309538,0.91125,0.0071942902707633,anterior
7-5-3,3,KNN,DeepONMF_W,0.8636000000000001,0.0151921032118664,0.659,0.0379802580296658,0.91475,0.0094950645074164,0.6900049410018433,0.0536792636899353,0.786875,0.0237376612685411,anterior
7-5-3,3,SVM,DeepONMF_H3,0.9652,0.0106395488626163,0.913,0.0265988721565408,0.9782499999999998,0.0066497180391351,0.913826974833244,0.0280506012771512,0.945625,0.016624295097838,anterior
7-5-3,3,SVM,DeepONMF_W,0.898,0.0070710678118655,0.7450000000000001,0.0176776695296637,0.93625,0.0044194173824159,0.7598995678028395,0.0202348350095871,0.840625,0.0110485434560398,anterior
7-5-3,3,UjaNet,DeepONMF_H3,0.9696,0.0108995412747509,0.924,0.0272488531868774,0.981,0.0068122132967193,0.925150912376694,0.0279615424416577,0.9525,0.0170305332417984,anterior
7-5-3,3,UjaNet,DeepONMF_W,0.95,0.0126491106406735,0.875,0.0316227766016837,0.96875,0.0079056941504209,0.8819588884655118,0.0325640328342606,0.921875,0.0197642353760523,anterior
7-5-4,3,KNN,DeepONMF_H3,0.93,0.0067823299831252,0.825,0.0169558249578131,0.95625,0.0042389562394532,0.8449352337735394,0.0120590754558204,0.890625,0.0105973905986332,anterior
7-5-4,3,KNN,DeepONMF_W,0.8468,0.016649324310614,0.617,0.0416233107765348,0.90425,0.0104058276941336,0.6452537188490564,0.0436316565868359,0.760625,0.0260145692353342,anterior
7-5-4,3,SVM,DeepONMF_H3,0.9572,0.0052153619241621,0.893,0.0130384048104052,0.97325,0.0032596012026013,0.8962145933933284,0.0142422573280444,0.933125,0.0081490030065033,anterior
7-5-4,3,SVM,DeepONMF_W,0.8876,0.0068410525505947,0.719,0.0171026313764871,0.92975,0.0042756578441217,0.7235745097886381,0.0192705382685353,0.8243750000000001,0.0106891446103044,anterior
7-5-4,3,UjaNet,DeepONMF_H3,0.9736,0.0077974354758471,0.934,0.0194935886896179,0.9835,0.0048733971724044,0.935722744321282,0.019282084717042,0.95875,0.0121834929310111,anterior
7-5-4,3,UjaNet,DeepONMF_W,0.9444,0.0138130373198655,0.861,0.0345325932996639,0.96525,0.008633148324916,0.8656599181375281,0.0326380223943653,0.913125,0.0215828708122899,anterior
7-5-4-3,4,KNN,DeepONMF_H4,0.9396,0.0090994505328619,0.849,0.0227486263321546,0.96225,0.0056871565830387,0.865135992201305,0.0166600238273127,0.905625,0.0142178914575966,anterior
7-5-4-3,4,KNN,DeepONMF_W,0.8652000000000001,0.0124579292019179,0.663,0.0311448230047948,0.91575,0.0077862057511986,0.6970566742344503,0.0380140536487345,0.789375,0.0194655143779968,anterior
7-5-4-3,4,SVM,DeepONMF_H4,0.9616,0.009838699100999,0.904,0.0245967477524976,0.976,0.0061491869381244,0.9053651623723596,0.0262951382690102,0.94,0.015372967345311,anterior
7-5-4-3,4,SVM,DeepONMF_W,0.8972,0.0059329587896764,0.743,0.0148323969741913,0.93575,0.0037080992435478,0.763905549414485,0.0204298093116604,0.8393750000000001,0.0092702481088696,anterior
7-5-4-3,4,UjaNet,DeepONMF_H4,0.9732,0.009121403400793,0.933,0.0228035085019827,0.98325,0.0057008771254956,0.9342089454627892,0.0225725055391152,0.958125,0.0142521928137392,anterior
7-5-4-3,4,UjaNet,DeepONMF_W,0.9496,0.0099398189118314,0.874,0.0248495472795783,0.9685,0.0062123868198945,0.8810442621956558,0.0234958575602818,0.92125,0.0155309670497364,anterior
7-6-3,3,KNN,DeepONMF_H3,0.9348,0.0106395488626163,0.837,0.0265988721565407,0.95925,0.0066497180391351,0.8532787286808778,0.0227027596264092,0.898125,0.016624295097838,anterior
7-6-3,3,KNN,DeepONMF_W,0.8644000000000001,0.0053665631459994,0.661,0.0134164078649987,0.91525,0.0033541019662496,0.6956675409745329,0.0233669339364369,0.788125,0.0083852549156241,anterior
7-6-3,3,SVM,DeepONMF_H3,0.9612,0.0065726706900619,0.903,0.016431676725155,0.97575,0.0041079191812887,0.9040233537164007,0.0173418596445654,0.939375,0.0102697979532218,anterior
7-6-3,3,SVM,DeepONMF_W,0.9004,0.0057271284253105,0.751,0.0143178210632763,0.93775,0.0035794552658191,0.7670499942538166,0.0155037959191974,0.844375,0.0089486381645476,anterior
7-6-3,3,UjaNet,DeepONMF_H3,0.9768,0.0079498427657407,0.942,0.0198746069143517,0.9855,0.0049686517285879,0.9430288681407886,0.0199033047798703,0.96375,0.0124216293214698,anterior
7-6-3,3,UjaNet,DeepONMF_W,0.9416,0.0074027022093286,0.8539999999999999,0.0185067555233217,0.9635,0.0046266888808304,0.8582391449341182,0.0195782940791485,0.90875,0.011566722202076,anterior
7-6-5-3,4,KNN,DeepONMF_H4,0.9280000000000002,0.0044721359549995,0.8200000000000001,0.011180339887499,0.955,0.0027950849718747,0.8436720743554847,0.019833884850949,0.8875,0.0069877124296868,anterior
