distribucion,numero_capas,clasificador,representacion,fold,clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte,pareja,sentido,orden_excel,dimensiones_repetidas
18-2,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.98625,0.9463669707572148,0.965625,200,106,decreciente,210,False
18-2,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.97625,0.905316977232522,0.940625,200,106,decreciente,210,False
18-2,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,191,791,9,9,0.982,0.9549999999999998,0.98875,0.955842044134727,0.971875,200,106,decreciente,210,False
2-18,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9186819898447804,0.946875,200,106,creciente,211,False
2-18,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,179,779,21,21,0.958,0.8950000000000001,0.97375,0.90447617284522,0.934375,200,106,creciente,211,False
2-18,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.97625,0.9084478576815332,0.940625,200,106,creciente,211,False
2-18,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,179,779,21,21,0.958,0.8949999999999999,0.97375,0.9025128755955822,0.934375,200,106,creciente,211,False
2-18,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,188,788,12,12,0.976,0.94,0.985,0.94208370511323,0.9625,200,106,creciente,211,False
18-6-2,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.9862499999999998,0.9451629072681704,0.965625,200,107,decreciente,212,False
18-6-2,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825,0.9301711344551002,0.95625,200,107,decreciente,212,False
18-6-2,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,184,784,16,16,0.968,0.92,0.98,0.9216365237417868,0.95,200,107,decreciente,212,False
18-6-2,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.98625,0.9473324920693342,0.965625,200,107,decreciente,212,False
18-6-2,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,183,783,17,17,0.966,0.9149999999999998,0.97875,0.9193749004618568,0.946875,200,107,decreciente,212,False
2-6-18,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825,0.9318582193000798,0.95625,200,107,creciente,213,False
2-6-18,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.9149198020208658,0.94375,200,107,creciente,213,False
2-6-18,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,179,779,21,21,0.958,0.8949999999999999,0.97375,0.8982648534593615,0.934375,200,107,creciente,213,False
2-6-18,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9301491042617114,0.953125,200,107,creciente,213,False
2-6-18,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825000000000002,0.9322987090428952,0.95625,200,107,creciente,213,False
18-9-4-2,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,191,791,9,9,0.982,0.955,0.98875,0.9563159837578444,0.971875,200,108,decreciente,214,False
18-9-4-2,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9162067330488384,0.946875,200,108,decreciente,214,False
18-9-4-2,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,183,783,17,17,0.966,0.9149999999999998,0.97875,0.915138019874862,0.946875,200,108,decreciente,214,False
18-9-4-2,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,184,784,16,16,0.968,0.9200000000000002,0.98,0.920187969924812,0.95,200,108,decreciente,214,False
18-9-4-2,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,180,780,20,20,0.96,0.9,0.975,0.9132335741314068,0.9375,200,108,decreciente,214,False
2-4-9-18,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9287240729101194,0.953125,200,108,creciente,215,False
2-4-9-18,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,180,780,20,20,0.96,0.8999999999999998,0.975,0.9031317611601206,0.9375,200,108,creciente,215,False
2-4-9-18,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.917823007778215,0.946875,200,108,creciente,215,False
2-4-9-18,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9184889016811214,0.946875,200,108,creciente,215,False
2-4-9-18,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,184,784,16,16,0.968,0.92,0.98,0.9208129986528052,0.95,200,108,creciente,215,False
18-4,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,195,795,5,5,0.99,0.975,0.99375,0.976940133037694,0.984375,200,109,decreciente,216,False
18-4,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,188,788,12,12,0.976,0.94,0.985,0.9405845380263984,0.9625,200,109,decreciente,216,False
18-4,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.9112217606954448,0.94375,200,109,decreciente,216,False
18-4,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,183,783,17,17,0.966,0.9149999999999998,0.97875,0.9165808374631904,0.946875,200,109,decreciente,216,False
18-4,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.9532467532467532,0.96875,200,109,decreciente,216,False
4-18,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,188,788,12,12,0.976,0.94,0.985,0.9416515349195886,0.9625,200,109,creciente,217,False
4-18,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,180,780,20,20,0.96,0.9,0.9750000000000002,0.9048085531973,0.9375,200,109,creciente,217,False
4-18,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,177,777,23,23,0.954,0.885,0.97125,0.8866516840201051,0.928125,200,109,creciente,217,False
4-18,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,176,776,24,24,0.952,0.8799999999999999,0.97,0.8868057436959875,0.925,200,109,creciente,217,False
4-18,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.98625,0.9456885456885458,0.965625,200,109,creciente,217,False
18-8-4,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,192,792,8,8,0.984,0.96,0.99,0.9599807445442876,0.975,200,110,decreciente,218,False
18-8-4,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,187,787,13,13,0.974,0.9350000000000002,0.98375,0.9350732600732602,0.959375,200,110,decreciente,218,False
18-8-4,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.98625,0.946345223523926,0.965625,200,110,decreciente,218,False
18-8-4,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,187,787,13,13,0.974,0.935,0.98375,0.9360422034106244,0.959375,200,110,decreciente,218,False
18-8-4,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,187,787,13,13,0.974,0.935,0.98375,0.9393937586960842,0.959375,200,110,decreciente,218,False
4-8-18,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.98625,0.9449359797241698,0.965625,200,110,creciente,219,False
4-8-18,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.97625,0.9073390929755678,0.940625,200,110,creciente,219,False
4-8-18,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,183,783,17,17,0.966,0.9149999999999998,0.97875,0.915549420684209,0.946875,200,110,creciente,219,False
4-8-18,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,176,776,24,24,0.952,0.8800000000000001,0.97,0.885710425824354,0.925,200,110,creciente,219,False
4-8-18,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.9522150072150072,0.96875,200,110,creciente,219,False
18-11-7-4,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825,0.9309143637705898,0.95625,200,111,decreciente,220,False
18-11-7-4,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,187,787,13,13,0.974,0.9350000000000002,0.98375,0.9375029036004646,0.959375,200,111,decreciente,220,False
18-11-7-4,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825,0.933086170093248,0.95625,200,111,decreciente,220,False
18-11-7-4,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9774999999999998,0.9123819290526758,0.94375,200,111,decreciente,220,False
18-11-7-4,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.920820399113082,0.946875,200,111,decreciente,220,False
4-7-11-18,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.97625,0.908147238939922,0.940625,200,111,creciente,221,False
4-7-11-18,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,177,777,23,23,0.954,0.885,0.97125,0.8911261668908728,0.928125,200,111,creciente,221,False
4-7-11-18,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9164455665539344,0.946875,200,111,creciente,221,False
4-7-11-18,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9774999999999998,0.9141613185091448,0.94375,200,111,creciente,221,False
4-7-11-18,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9266419837472468,0.953125,200,111,creciente,221,False
18-6,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,192,792,8,8,0.984,0.9600000000000002,0.99,0.960994967092528,0.975,200,112,decreciente,222,False
18-6,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.910279482005308,0.94375,200,112,decreciente,222,False
18-6,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9251441455420916,0.953125,200,112,decreciente,222,False
18-6,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,188,788,12,12,0.976,0.94,0.985,0.9410439560439562,0.9625,200,112,decreciente,222,False
18-6,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,188,788,12,12,0.976,0.9399999999999998,0.985,0.9413124274099884,0.9625,200,112,decreciente,222,False
6-18,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.9533875338753388,0.96875,200,112,creciente,223,False
6-18,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.915455364235852,0.946875,200,112,creciente,223,False
6-18,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825,0.930194270855375,0.95625,200,112,creciente,223,False
6-18,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,177,777,23,23,0.954,0.885,0.97125,0.8909344053338563,0.928125,200,112,creciente,223,False
6-18,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.98625,0.9464401858304295,0.965625,200,112,creciente,223,False
18-10-6,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,193,793,7,7,0.986,0.965,0.99125,0.9653296703296704,0.978125,200,113,decreciente,224,False
18-10-6,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9261491083442304,0.953125,200,113,decreciente,224,False
18-10-6,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,188,788,12,12,0.976,0.94,0.985,0.9411491083442302,0.9625,200,113,decreciente,224,False
18-10-6,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825,0.9309139982824194,0.95625,200,113,decreciente,224,False
18-10-6,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.9862499999999998,0.9452188868042526,0.965625,200,113,decreciente,224,False
6-10-18,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,188,788,12,12,0.976,0.94,0.985,0.940910845910846,0.9625,200,113,creciente,225,False
6-10-18,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.97625,0.9062121212121212,0.940625,200,113,creciente,225,False
6-10-18,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,188,788,12,12,0.976,0.94,0.985,0.9412200956937798,0.9625,200,113,creciente,225,False
6-10-18,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9251861360718868,0.953125,200,113,creciente,225,False
6-10-18,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,191,791,9,9,0.982,0.955,0.98875,0.9582135306553912,0.971875,200,113,creciente,225,False
18-12-9-6,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,191,791,9,9,0.982,0.9549999999999998,0.98875,0.9558169814780856,0.971875,200,114,decreciente,226,False
18-12-9-6,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9251515151515152,0.953125,200,114,decreciente,226,False
18-12-9-6,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.9812500000000002,0.927304856343758,0.953125,200,114,decreciente,226,False
18-12-9-6,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.97625,0.9060604165482214,0.940625,200,114,decreciente,226,False
18-12-9-6,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.98625,0.945187969924812,0.965625,200,114,decreciente,226,False
6-9-12-18,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.98625,0.9453146875098094,0.965625,200,114,creciente,227,False
6-9-12-18,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.9113755772579302,0.94375,200,114,creciente,227,False
6-9-12-18,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.98625,0.946361796098638,0.965625,200,114,creciente,227,False
6-9-12-18,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,184,784,16,16,0.968,0.92,0.98,0.9215220098146928,0.95,200,114,creciente,227,False
6-9-12-18,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.98625,0.94543236609347,0.965625,200,114,creciente,227,False
18-8,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,192,792,8,8,0.984,0.96,0.99,0.9622441672441672,0.975,200,115,decreciente,228,False
18-8,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.9139901034637876,0.94375,200,115,decreciente,228,False
18-8,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,179,779,21,21,0.958,0.8949999999999999,0.97375,0.8956983021058909,0.934375,200,115,decreciente,228,False
18-8,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,187,787,13,13,0.974,0.935,0.98375,0.9364519976147884,0.959375,200,115,decreciente,228,False
18-8,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.950953860500984,0.96875,200,115,decreciente,228,False
8-18,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.9513100329889894,0.96875,200,115,creciente,229,False
8-18,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,177,777,23,23,0.954,0.885,0.9712499999999998,0.8878433424651913,0.928125,200,115,creciente,229,False
8-18,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,184,784,16,16,0.968,0.92,0.98,0.9243871396550872,0.95,200,115,creciente,229,False
8-18,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9260160186989456,0.953125,200,115,creciente,229,False
8-18,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,191,791,9,9,0.982,0.955,0.98875,0.9551031894934332,0.971875,200,115,creciente,229,False
18-12-8,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,191,791,9,9,0.982,0.955,0.98875,0.9547248280175108,0.971875,200,116,decreciente,230,False
18-12-8,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.97625,0.9080401208662078,0.940625,200,116,decreciente,230,False
18-12-8,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,184,784,16,16,0.968,0.92,0.98,0.920490250015282,0.95,200,116,decreciente,230,False
18-12-8,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,188,788,12,12,0.976,0.94,0.985,0.9408141067897166,0.9625,200,116,decreciente,230,False
18-12-8,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,187,787,13,13,0.974,0.935,0.98375,0.9398461689749292,0.959375,200,116,decreciente,230,False
8-12-18,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,191,791,9,9,0.982,0.955,0.98875,0.9561721611721612,0.971875,200,116,creciente,231,False
8-12-18,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9178905408317172,0.946875,200,116,creciente,231,False
8-12-18,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,183,783,17,17,0.966,0.9149999999999998,0.97875,0.9164205654413732,0.946875,200,116,creciente,231,False
8-12-18,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825,0.93151573029174,0.95625,200,116,creciente,231,False
8-12-18,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875000000000002,0.9506458453826876,0.96875,200,116,creciente,231,False
18-14-10-8,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.9520921713944968,0.96875,200,117,decreciente,232,False
18-14-10-8,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,180,780,20,20,0.96,0.9,0.975,0.904022097927746,0.9375,200,117,decreciente,232,False
18-14-10-8,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,188,788,12,12,0.9759999999999998,0.94,0.985,0.9403168027403034,0.9625,200,117,decreciente,232,False
18-14-10-8,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825,0.933753755424502,0.95625,200,117,decreciente,232,False
18-14-10-8,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,187,787,13,13,0.974,0.935,0.98375,0.9358946145852436,0.959375,200,117,decreciente,232,False
8-10-14-18,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.98625,0.9457061979526676,0.965625,200,117,creciente,233,False
8-10-14-18,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,175,775,25,25,0.95,0.875,0.96875,0.8781198235494889,0.921875,200,117,creciente,233,False
8-10-14-18,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825,0.9331620953572172,0.95625,200,117,creciente,233,False
8-10-14-18,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.97625,0.9072604246739244,0.940625,200,117,creciente,233,False
8-10-14-18,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.9517531591215802,0.96875,200,117,creciente,233,False
18-10,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,193,793,7,7,0.986,0.965,0.99125,0.9650915750915752,0.978125,200,118,decreciente,234,False
18-10,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,184,784,16,16,0.968,0.9200000000000002,0.98,0.9227817497828724,0.95,200,118,decreciente,234,False
18-10,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.9502630746533184,0.96875,200,118,decreciente,234,False
18-10,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,188,788,12,12,0.976,0.94,0.985,0.939987492182614,0.9625,200,118,decreciente,234,False
18-10,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,194,794,6,6,0.988,0.97,0.9925,0.9702135263110874,0.98125,200,118,decreciente,234,False
10-18,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,194,794,6,6,0.988,0.97,0.9925,0.970334983800966,0.98125,200,118,creciente,235,False
10-18,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9159973403875844,0.946875,200,118,creciente,235,False
10-18,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.915674733967417,0.946875,200,118,creciente,235,False
10-18,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,191,791,9,9,0.982,0.955,0.98875,0.9553166687826508,0.971875,200,118,creciente,235,False
10-18,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,191,791,9,9,0.982,0.955,0.98875,0.9567765567765568,0.971875,200,118,creciente,235,False
18-13-10,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,195,795,5,5,0.99,0.975,0.99375,0.976940133037694,0.984375,200,119,decreciente,236,False
18-13-10,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.97625,0.9058470500575764,0.940625,200,119,decreciente,236,False
18-13-10,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825,0.93045683313976,0.95625,200,119,decreciente,236,False
18-13-10,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,194,794,6,6,0.988,0.97,0.9925,0.9706551486049648,0.98125,200,119,decreciente,236,False
18-13-10,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.9502130325814536,0.96875,200,119,decreciente,236,False
10-13-18,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.98625,0.9446858233764523,0.965625,200,119,creciente,237,False
10-13-18,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,172,772,28,28,0.9440000000000002,0.8600000000000001,0.965,0.8690833333333334,0.9125,200,119,creciente,237,False
10-13-18,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,177,777,23,23,0.954,0.885,0.97125,0.8930345276494501,0.928125,200,119,creciente,237,False
10-13-18,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,188,788,12,12,0.976,0.94,0.985,0.9405905006418486,0.9625,200,119,creciente,237,False
10-13-18,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,188,788,12,12,0.976,0.94,0.985,0.9400312333239162,0.9625,200,119,creciente,237,False
18-15-12-10,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,193,793,7,7,0.986,0.965,0.9912500000000002,0.9659331254966684,0.978125,200,120,decreciente,238,False
18-15-12-10,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9250773203570468,0.953125,200,120,decreciente,238,False
18-15-12-10,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825,0.9315506715506716,0.95625,200,120,decreciente,238,False
18-15-12-10,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,183,783,17,17,0.966,0.9149999999999998,0.97875,0.9155903035401198,0.946875,200,120,decreciente,238,False
18-15-12-10,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825,0.935064935064935,0.95625,200,120,decreciente,238,False
10-12-15-18,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,191,791,9,9,0.982,0.955,0.98875,0.95532247598358,0.971875,200,120,creciente,239,False
10-12-15-18,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.9115664160401,0.94375,200,120,creciente,239,False
10-12-15-18,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.916027425329751,0.946875,200,120,creciente,239,False
10-12-15-18,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825,0.930630260440542,0.95625,200,120,creciente,239,False
10-12-15-18,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825000000000002,0.9301562066517136,0.95625,200,120,creciente,239,False
16-2,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,192,792,8,8,0.984,0.96,0.99,0.9605269434767598,0.975,200,121,decreciente,240,False
16-2,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,183,783,17,17,0.966,0.9149999999999998,0.97875,0.9154154854154852,0.946875,200,121,decreciente,240,False
16-2,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.9114382109118953,0.94375,200,121,decreciente,240,False
16-2,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,188,788,12,12,0.976,0.9399999999999998,0.985,0.9411744925820814,0.9625,200,121,decreciente,240,False
16-2,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.9862499999999998,0.945135580453818,0.965625,200,121,decreciente,240,False
2-16,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825,0.932135829778522,0.95625,200,121,creciente,241,False
2-16,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,178,778,22,22,0.956,0.89,0.9725,0.8936718168746409,0.93125,200,121,creciente,241,False
2-16,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.97625,0.9054765702134124,0.940625,200,121,creciente,241,False
2-16,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9251629072681704,0.953125,200,121,creciente,241,False
2-16,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,191,791,9,9,0.982,0.9549999999999998,0.98875,0.95479894528675,0.971875,200,121,creciente,241,False
16-6-2,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,183,783,17,17,0.966,0.9149999999999998,0.97875,0.9146616541353384,0.946875,200,122,decreciente,242,False
